VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_36527	chr6:44613960..44625109	chr6	44613960	44625109	CopyNumber	chr6	44613960	44625109	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36528	chr6:47527830..47558425	chr6	47527830	47558425	CopyNumber	chr6	47414983	47569358	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	CD2AP
Variation_36529	chr6:47531786..47536291	chr6	47531786	47536291	CopyNumber	chr6	47414983	47569358	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36530	chr6:47534469..47566601	chr6	47534469	47566601	CopyNumber	chr6	47414983	47569358	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	CD2AP
Variation_36531	chr6:49038061..49050451	chr6	49038061	49050451	CopyNumber	chr6	49038061	49050451	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36532	chr6:51838108..51859607	chr6	51838108	51859607	CopyNumber	chr6	51838108	51859607	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	PKHD1
Variation_36533	chr6:52896888..52918637	chr6	52896888	52918637	CopyNumber	chr6	52896888	52969163	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36534	chr6:54034195..54057939	chr6	54034195	54057939	CopyNumber	chr6	53947332	54115308	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	MIR548D2,C6orf142
Variation_36535	chr6:54035226..54058290	chr6	54035226	54058290	CopyNumber	chr6	53947332	54115308	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	MIR548D2,C6orf142
Variation_36536	chr6:54942930..54963688	chr6	54942930	54963688	CopyNumber	chr6	54942930	54963688	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36537	chr6:57489119..57504965	chr6	57489119	57504965	CopyNumber	chr6	57292500	58786186	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	PRIM2
Variation_36538	chr6:57490465..57523885	chr6	57490465	57523885	CopyNumber	chr6	57292500	58786186	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	PRIM2
Variation_36539	chr6:57495687..57528547	chr6	57495687	57528547	CopyNumber	chr6	57292500	58786186	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	PRIM2
Variation_36540	chr6:57496363..57529716	chr6	57496363	57529716	CopyNumber	chr6	57292500	58786186	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	PRIM2
Variation_36541	chr6:57712616..57743534	chr6	57712616	57743534	CopyNumber	chr6	57292500	58786186	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36542	chr6:58256318..58262511	chr6	58256318	58262511	CopyNumber	chr6	57292500	58786186	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36543	chr6:597308..626630	chr6	597308	626630	CopyNumber	chr6	5001	720274	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	HUS1B,EXOC2
Variation_36544	chr6:65040476..65069520	chr6	65040476	65069520	CopyNumber	chr6	65020339	65158547	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	EYS
Variation_36545	chr6:66450698..66471698	chr6	66450698	66471698	CopyNumber	chr6	66411109	66510269	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	EYS
Variation_36546	chr6:66603156..66629333	chr6	66603156	66629333	CopyNumber	chr6	66603156	66629333	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	
Variation_36547	chr6:68362387..68381157	chr6	68362387	68381157	CopyNumber	chr6	68213162	68589700	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36548	chr6:69039990..69064577	chr6	69039990	69064577	CopyNumber	chr6	68787830	69090289	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	
Variation_36549	chr6:69042283..69068886	chr6	69042283	69068886	CopyNumber	chr6	68787830	69090289	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36550	chr6:69727422..69758081	chr6	69727422	69758081	CopyNumber	chr6	69727422	69758081	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	BAI3
Variation_36551	chr6:72854234..72873361	chr6	72854234	72873361	CopyNumber	chr6	72854234	72873361	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	RIMS1
Variation_36552	chr6:72917793..72944916	chr6	72917793	72944916	CopyNumber	chr6	72917793	72944916	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	RIMS1
Variation_36553	chr6:72918775..72933587	chr6	72918775	72933587	CopyNumber	chr6	72917793	72944916	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	RIMS1
Variation_36554	chr6:74646855..74669237	chr6	74646855	74669237	CopyNumber	chr6	74624342	74732000	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36555	chr6:77143737..77164604	chr6	77143737	77164604	CopyNumber	chr6	77143737	77164604	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36556	chr6:77485023..77525871	chr6	77485023	77525871	CopyNumber	chr6	77474806	77533382	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36557	chr6:78458215..78504979	chr6	78458215	78504979	CopyNumber	chr6	78393674	78637549	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36558	chr6:78475161..78514359	chr6	78475161	78514359	CopyNumber	chr6	78393674	78637549	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36559	chr6:78912873..78970927	chr6	78912873	78970927	CopyNumber	chr6	78852599	79250187	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36560	chr6:78916375..78960819	chr6	78916375	78960819	CopyNumber	chr6	78852599	79250187	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36561	chr6:79013151..79106824	chr6	79013151	79106824	CopyNumber	chr6	78852599	79250187	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36562	chr6:791888..811168	chr6	791888	811168	CopyNumber	chr6	791888	821771	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36563	chr6:79553844..79594290	chr6	79553844	79594290	CopyNumber	chr6	79553844	79594290	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36564	chr6:79570343..79591289	chr6	79570343	79591289	CopyNumber	chr6	79553844	79594290	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36565	chr6:80137142..80146655	chr6	80137142	80146655	CopyNumber	chr6	80137142	80146655	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36566	chr6:80137757..80145991	chr6	80137757	80145991	CopyNumber	chr6	80137142	80146655	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	
Variation_36567	chr6:80140920..80142328	chr6	80140920	80142328	CopyNumber	chr6	80137142	80146655	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18517, YRI)	
Variation_36568	chr6:806299..821771	chr6	806299	821771	CopyNumber	chr6	791888	821771	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36569	chr6:80647028..80674359	chr6	80647028	80674359	CopyNumber	chr6	80647028	80674359	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36570	chr6:8274177..8318881	chr6	8274177	8318881	CopyNumber	chr6	8274177	8318881	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36571	chr6:83005633..83028361	chr6	83005633	83028361	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	IBTK
Variation_36572	chr6:83009915..83027888	chr6	83009915	83027888	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	IBTK
Variation_36573	chr6:83018755..83030439	chr6	83018755	83030439	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18507, YRI)	
Variation_36574	chr6:83023075..83031829	chr6	83023075	83031829	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	
Variation_36575	chr6:83023590..83043434	chr6	83023590	83043434	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36576	chr6:83023799..83037376	chr6	83023799	83037376	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36577	chr6:83025568..83033662	chr6	83025568	83033662	CopyNumber	chr6	82863377	83043434	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36578	chr6:84762867..84798376	chr6	84762867	84798376	CopyNumber	chr6	84762867	84853288	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36579	chr6:86756284..86784643	chr6	86756284	86784643	CopyNumber	chr6	86756284	86784643	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36580	chr6:86764238..86777219	chr6	86764238	86777219	CopyNumber	chr6	86756284	86784643	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36581	chr6:90603477..90635640	chr6	90603477	90635640	CopyNumber	chr6	90603477	90635640	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	CASP8AP2
Variation_36582	chr7:100216471..100232367	chr7	100216471	100232367	CopyNumber	chr7	99807154	100850921	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	MUC12
Variation_36583	chr7:100237018..100255622	chr7	100237018	100255622	CopyNumber	chr7	99807154	100850921	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	MUC12
Variation_36584	chr7:100239122..100263551	chr7	100239122	100263551	CopyNumber	chr7	99807154	100850921	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	MUC12,MUC17
Variation_36585	chr7:101684488..101815428	chr7	101684488	101815428	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	POLR2J3,RASA4,SPDYE2L,ORAI2,POLR2J,LRWD1,ALKBH4,SPDYE2
Variation_36586	chr7:101724416..101958772	chr7	101724416	101958772	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	POLR2J3,RASA4,SPDYE2L,UPK3BL,POLR2J2,SPDYE2
Variation_36587	chr7:101729147..101846856	chr7	101729147	101846856	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	POLR2J3,RASA4,SPDYE2L,SPDYE2
Variation_36588	chr7:101741007..101841306	chr7	101741007	101841306	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	POLR2J3,RASA4,SPDYE2L,SPDYE2
Variation_36589	chr7:101742186..101860962	chr7	101742186	101860962	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	POLR2J3,RASA4,SPDYE2L,SPDYE2
Variation_36590	chr7:101744846..101861209	chr7	101744846	101861209	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	POLR2J3,RASA4,SPDYE2L,SPDYE2
Variation_36591	chr7:101775487..101880743	chr7	101775487	101880743	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	POLR2J3,RASA4,SPDYE2L,UPK3BL,POLR2J2,SPDYE2
Variation_36592	chr7:101803309..101908419	chr7	101803309	101908419	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	POLR2J3,RASA4,SPDYE2L,UPK3BL,POLR2J2,SPDYE2
Variation_36593	chr7:101814886..101933936	chr7	101814886	101933936	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	RASA4,SPDYE2L,UPK3BL,POLR2J2,SPDYE2
Variation_36594	chr7:101815048..101940222	chr7	101815048	101940222	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	RASA4,SPDYE2L,UPK3BL,POLR2J2,SPDYE2
Variation_36595	chr7:101825756..101930685	chr7	101825756	101930685	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	RASA4,SPDYE2L,UPK3BL,POLR2J2,SPDYE2
Variation_36596	chr7:101958618..101981754	chr7	101958618	101981754	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36597	chr7:102099109..102144422	chr7	102099109	102144422	CopyNumber	chr7	101494175	102381086	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	FBXL13
Variation_36598	chr7:102383167..102401392	chr7	102383167	102401392	CopyNumber	chr7	102383167	102401392	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	NAPEPLD
Variation_36599	chr7:104030691..104079776	chr7	104030691	104079776	CopyNumber	chr7	104030691	104085555	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	LHFPL3,LOC645591
Variation_36600	chr7:104045867..104085555	chr7	104045867	104085555	CopyNumber	chr7	104030691	104085555	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	LHFPL3
Variation_36601	chr7:104643391..104653669	chr7	104643391	104653669	CopyNumber	chr7	104331563	104802443	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	
Variation_36602	chr7:105559705..105569426	chr7	105559705	105569426	CopyNumber	chr7	105559705	105569426	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36603	chr7:1073284..1093284	chr7	1073284	1093284	CopyNumber	chr7	865734	1463188	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	
Variation_36604	chr7:109020895..109055883	chr7	109020895	109055883	CopyNumber	chr7	109003931	109201570	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36605	chr7:109024003..109066992	chr7	109024003	109066992	CopyNumber	chr7	109003931	109201570	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36606	chr7:109754772..109790345	chr7	109754772	109790345	CopyNumber	chr7	109754772	109802185	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36607	chr7:109773398..109802185	chr7	109773398	109802185	CopyNumber	chr7	109754772	109802185	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36608	chr7:110841208..110856507	chr7	110841208	110856507	CopyNumber	chr7	110381921	110930534	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36609	chr7:112078181..112115748	chr7	112078181	112115748	CopyNumber	chr7	111166970	112362579	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	C7orf60
Variation_36610	chr7:113004508..113017796	chr7	113004508	113017796	CopyNumber	chr7	113004508	113017796	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36611	chr7:115511969..115546984	chr7	115511969	115546984	CopyNumber	chr7	115511969	115546984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36612	chr7:117718516..117772780	chr7	117718516	117772780	CopyNumber	chr7	117718516	117772780	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36613	chr7:118398653..118435536	chr7	118398653	118435536	CopyNumber	chr7	118398653	118435536	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36614	chr7:118943991..118983592	chr7	118943991	118983592	CopyNumber	chr7	118943991	118983592	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36615	chr7:125630387..125649706	chr7	125630387	125649706	CopyNumber	chr7	125630387	125669963	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36616	chr7:125631251..125656442	chr7	125631251	125656442	CopyNumber	chr7	125630387	125669963	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36617	chr7:125634419..125669963	chr7	125634419	125669963	CopyNumber	chr7	125630387	125669963	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36618	chr7:125864272..125867674	chr7	125864272	125867674	CopyNumber	chr7	125864272	125867674	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	GRM8
Variation_36619	chr7:12786024..12803498	chr7	12786024	12803498	CopyNumber	chr7	12786024	12803498	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36620	chr7:133232258..133274380	chr7	133232258	133274380	CopyNumber	chr7	133094440	133281052	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	LRGUK
Variation_36621	chr7:134651074..134684630	chr7	134651074	134684630	CopyNumber	chr7	134651074	134684630	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	CNOT4
Variation_36622	chr7:137445494..137473099	chr7	137445494	137473099	CopyNumber	chr7	137445494	137473099	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36623	chr7:140646032..140660591	chr7	140646032	140660591	CopyNumber	chr7	140646032	140660591	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36624	chr7:140841467..140858513	chr7	140841467	140858513	CopyNumber	chr7	140841467	140858513	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	KIAA1147,FLJ40852
Variation_36625	chr7:141055503..141096181	chr7	141055503	141096181	CopyNumber	chr7	141055503	141096181	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	CLEC5A,OR9A4
Variation_36626	chr7:141216321..141224084	chr7	141216321	141224084	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	MGAM
Variation_36627	chr7:141231410..141244765	chr7	141231410	141244765	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	MGAM
Variation_36628	chr7:141488721..141534757	chr7	141488721	141534757	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36629	chr7:141495925..141534578	chr7	141495925	141534578	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36630	chr7:141496479..141530734	chr7	141496479	141530734	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36631	chr7:141496621..141538804	chr7	141496621	141538804	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36632	chr7:141497410..141529421	chr7	141497410	141529421	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36633	chr7:141498307..141534676	chr7	141498307	141534676	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36634	chr7:141501682..141557369	chr7	141501682	141557369	CopyNumber	chr7	141163595	141557369	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36635	chr7:141948871..142002444	chr7	141948871	142002444	CopyNumber	chr7	141610138	142240984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	PRSS2,TRY6
Variation_36636	chr7:141955640..141982691	chr7	141955640	141982691	CopyNumber	chr7	141610138	142240984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	TRY6
Variation_36637	chr7:141955924..141984977	chr7	141955924	141984977	CopyNumber	chr7	141610138	142240984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	TRY6
Variation_36638	chr7:141959153..141989721	chr7	141959153	141989721	CopyNumber	chr7	141610138	142240984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	PRSS2,TRY6
Variation_36639	chr7:141959891..142021978	chr7	141959891	142021978	CopyNumber	chr7	141610138	142240984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	PRSS2,TRY6
Variation_36640	chr7:142002759..142047232	chr7	142002759	142047232	CopyNumber	chr7	141610138	142240984	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36641	chr7:142335096..142342547	chr7	142335096	142342547	CopyNumber	chr7	142333764	142398377	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36642	chr7:143115293..143154287	chr7	143115293	143154287	CopyNumber	chr7	142664612	143806286	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	OR6B1
Variation_36643	chr7:145569625..145588932	chr7	145569625	145588932	CopyNumber	chr7	145569625	145588932	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	CNTNAP2
Variation_36644	chr7:147440807..147473096	chr7	147440807	147473096	CopyNumber	chr7	147440807	147473096	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	MIR548T,CNTNAP2
Variation_36645	chr7:147477801..147521522	chr7	147477801	147521522	CopyNumber	chr7	147477801	147521522	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	MIR548T,CNTNAP2
Variation_36646	chr7:149166338..149202860	chr7	149166338	149202860	CopyNumber	chr7	148879238	149394063	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36647	chr7:149295984..149325471	chr7	149295984	149325471	CopyNumber	chr7	148879238	149394063	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36648	chr7:152000918..152034905	chr7	152000918	152034905	CopyNumber	chr7	152000918	152045380	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36649	chr7:152008784..152023466	chr7	152008784	152023466	CopyNumber	chr7	152000918	152045380	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36650	chr7:153825347..153864881	chr7	153825347	153864881	CopyNumber	chr7	153825347	153864881	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	DPP6
Variation_36651	chr7:153827749..153854222	chr7	153827749	153854222	CopyNumber	chr7	153825347	153864881	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	DPP6
Variation_36652	chr7:155869605..155894611	chr7	155869605	155894611	CopyNumber	chr7	155658864	155925343	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36653	chr7:157012715..157047727	chr7	157012715	157047727	CopyNumber	chr7	156837843	157428000	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	PTPRN2
Variation_36654	chr7:157603023..157640293	chr7	157603023	157640293	CopyNumber	chr7	157603023	157677340	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	PTPRN2
Variation_36655	chr7:1624074..1666117	chr7	1624074	1666117	CopyNumber	chr7	1586439	1782948	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	MAD1L1
Variation_36656	chr7:1745086..1782948	chr7	1745086	1782948	CopyNumber	chr7	1586439	1782948	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	MAD1L1
Variation_36657	chr7:20519316..20535782	chr7	20519316	20535782	CopyNumber	chr7	20519316	20535782	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	ABCB5
Variation_36658	chr7:21152774..21187674	chr7	21152774	21187674	CopyNumber	chr7	21152774	21187674	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36659	chr7:23775839..23821170	chr7	23775839	23821170	CopyNumber	chr7	23775839	23963361	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36660	chr7:244624..256725	chr7	244624	256725	CopyNumber	chr7	106471	298664	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36661	chr7:24800697..24844834	chr7	24800697	24844834	CopyNumber	chr7	24800697	24844834	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
